gene_family,representative,num_genomes
GF_00000,GCA_003609755.1|BBD53839.1,119
GF_01042,GCF_002813575.1|WP_100901396.1,93
GF_01043,GCF_002813575.1|WP_100901953.1,141
GF_01044,GCF_002813575.1|WP_100903165.1,66
GF_01045,GCF_002813895.1|WP_069792096.1,54
GF_01046,GCF_002896875.1|WP_103135797.1,45
GF_01047,GCF_002896875.1|WP_103135987.1,44
GF_01048,GCF_002896875.1|WP_103136107.1,63
GF_01049,GCF_002896875.1|WP_103136137.1,40
GF_01050,GCF_002896875.1|WP_103136578.1,95
GF_01051,GCF_002896875.1|WP_103136801.1,45
GF_01052,GCF_002896875.1|WP_103136827.1,54
GF_01053,GCF_002896875.1|WP_103137694.1,71
GF_01054,GCF_002896875.1|WP_103137767.1,40
GF_01055,GCF_002896875.1|WP_103138360.1,68
GF_01056,GCF_002896875.1|WP_103138648.1,61
GF_01057,GCF_002896875.1|WP_103138811.1,78
GF_01058,GCF_002896875.1|WP_103138950.1,51
GF_01059,GCF_002896875.1|WP_103139350.1,49
GF_01060,GCF_002896875.1|WP_103139403.1,41
GF_01061,GCF_002896875.1|WP_103139795.1,70
GF_01062,GCF_002896875.1|WP_103140272.1,102
GF_01063,GCF_002896875.1|WP_103140430.1,57
GF_01064,GCF_002896875.1|WP_103140481.1,87
GF_01065,GCF_002896875.1|WP_192881664.1,44
GF_01066,GCF_002949735.1|WP_094327817.1,62
GF_01067,GCF_002949735.1|WP_094328328.1,63
GF_01068,GCF_002949735.1|WP_094328695.1,80
GF_01069,GCF_002949735.1|WP_094329904.1,57
GF_01070,GCF_002949735.1|WP_094330165.1,63
GF_01071,GCF_002949735.1|WP_104898501.1,52
GF_01072,GCF_002949735.1|WP_104900068.1,46
GF_01073,GCF_002949735.1|WP_104900315.1,72
GF_01074,GCF_002949795.1|WP_104905184.1,42
GF_01075,GCF_002949795.1|WP_104905730.1,83
GF_01076,GCF_002949795.1|WP_104906191.1,55
GF_01077,GCF_002949795.1|WP_104906820.1,52
GF_01078,GCF_002949795.1|WP_104906978.1,71
GF_01079,GCF_002949795.1|WP_104907288.1,54
GF_01080,GCF_002949795.1|WP_104907467.1,87
GF_01081,GCF_002949795.1|WP_104907998.1,92
GF_01082,GCF_002949795.1|WP_104908063.1,40
GF_01083,GCF_002949795.1|WP_104909096.1,83
GF_01084,GCF_002949795.1|WP_104909190.1,62
GF_01085,GCF_002949795.1|WP_104909303.1,52
GF_01086,GCF_002949795.1|WP_104909821.1,41
GF_01087,GCF_003015225.1|WP_010871244.1,60
GF_01088,GCF_003019735.1|WP_002737956.1,57
GF_01089,GCF_003019735.1|WP_002739276.1,55
GF_01090,GCF_003054475.1|WP_006194296.1,268
GF_01091,GCF_003054475.1|WP_006194666.1,46
GF_01092,GCF_003054475.1|WP_006194756.1,89
GF_01093,GCF_003054475.1|WP_006194819.1,46
GF_01094,GCF_003054475.1|WP_006194866.1,50
GF_01095,GCF_003054475.1|WP_006194867.1,79
GF_01096,GCF_003054475.1|WP_006195146.1,75
GF_01097,GCF_003054475.1|WP_006195334.1,71
GF_01098,GCF_003054475.1|WP_006195829.1,90
GF_01099,GCF_003054475.1|WP_006195926.1,47
GF_01100,GCF_003054475.1|WP_006195934.1,66
GF_01101,GCF_003054475.1|WP_006196385.1,50
GF_01102,GCF_003054475.1|WP_006196735.1,140
GF_01103,GCF_003054475.1|WP_006197093.1,81
GF_01104,GCF_003054475.1|WP_006197474.1,71
GF_01105,GCF_003054475.1|WP_006197589.1,53
GF_01106,GCF_003054475.1|WP_006197605.1,54
GF_01107,GCF_003054475.1|WP_006197974.1,78
GF_01108,GCF_003054475.1|WP_006198388.1,68
GF_01109,GCF_003054475.1|WP_006198628.1,89
GF_01110,GCF_003054475.1|WP_006198819.1,84
GF_01111,GCF_003054475.1|WP_006198957.1,40
GF_01112,GCF_003054475.1|WP_006199003.1,79
GF_01113,GCF_003054475.1|WP_006199206.1,51
GF_01114,GCF_003054475.1|WP_006199299.1,67
GF_01115,GCF_003054475.1|WP_042201828.1,71
GF_01116,GCF_003054475.1|WP_042201890.1,43
GF_01117,GCF_003054475.1|WP_042203119.1,65
GF_01118,GCF_003054475.1|WP_107806098.1,48
GF_01119,GCF_003054475.1|WP_107806237.1,89
GF_01120,GCF_003054475.1|WP_107806583.1,40
GF_01121,GCF_003054475.1|WP_107806600.1,68
GF_01122,GCF_003054475.1|WP_107806952.1,254
GF_01123,GCF_003054475.1|WP_107807030.1,47
GF_01124,GCF_003367075.2|WP_006275612.1,71
GF_01125,GCF_003367075.2|WP_057177530.1,71
GF_01126,GCF_003367075.2|WP_057178366.1,83
GF_01127,GCF_003367075.2|WP_115538840.1,81
GF_01128,GCF_003367075.2|WP_115539190.1,96
GF_01129,GCF_003367075.2|WP_180981248.1,83
GF_01130,GCF_003443655.1|WP_118163383.1,57
GF_01131,GCF_003443655.1|WP_118166451.1,76
GF_01132,GCF_003443655.1|WP_118167064.1,67
GF_01133,GCF_003443655.1|WP_118167310.1,89
GF_01134,GCF_003443655.1|WP_118167906.1,74
GF_01135,GCF_003555505.1|WP_181494854.1,166
GF_01136,GCF_003555505.1|WP_181495209.1,156
GF_01137,GCF_003555505.1|WP_181496510.1,41
GF_01138,GCF_003574135.1|WP_119260597.1,277
GF_01139,GCF_003574135.1|WP_119260672.1,66
GF_01140,GCF_003574135.1|WP_119260713.1,48
GF_01141,GCF_003945305.1|WP_002756971.1,77
GF_01142,GCF_003957805.1|WP_011242808.1,44
GF_01143,GCF_003967015.1|WP_126384763.1,55
GF_01144,GCF_003967015.1|WP_126391147.1,48
GF_01145,GCF_003990665.1|WP_126986339.1,71
GF_01146,GCF_003990665.1|WP_126987583.1,243
GF_01147,GCF_004209775.1|WP_130128286.1,51
GF_01148,GCF_004209775.1|WP_130128912.1,66
GF_01149,GCF_004209775.1|WP_130129275.1,89
GF_01150,GCF_004209775.1|WP_130129313.1,46
GF_01151,GCF_004209775.1|WP_130129658.1,45
GF_01152,GCF_004209775.1|WP_130130026.1,92
GF_01153,GCF_004209775.1|WP_130130092.1,52
GF_01154,GCF_004209775.1|WP_165380883.1,77
GF_01155,GCF_004209775.1|WP_370587006.1,46
GF_01156,GCF_007904085.1|WP_146296008.1,90
GF_01157,GCF_007904085.1|WP_146296677.1,76
GF_01158,GCF_007904085.1|WP_146297028.1,258
GF_01159,GCF_008121535.1|WP_148760343.1,48
GF_01160,GCF_008121535.1|WP_148760688.1,146
GF_01161,GCF_008121535.1|WP_148763044.1,72
GF_01162,GCF_008121535.1|WP_148763494.1,82
GF_01163,GCF_008121535.1|WP_148763638.1,60
GF_01164,GCF_008807075.1|WP_150882011.1,40
GF_01165,GCF_008807075.1|WP_150882380.1,93
GF_01166,GCF_008807075.1|WP_150882979.1,147
GF_01167,GCF_008807075.1|WP_150883410.1,72
GF_01168,GCF_008807075.1|WP_150883832.1,119
GF_01169,GCF_008807075.1|WP_150883859.1,92
GF_01170,GCF_008807075.1|WP_150884054.1,128
GF_01171,GCF_008807075.1|WP_150884069.1,75
GF_01172,GCF_008807075.1|WP_150884302.1,96
GF_01173,GCF_008807075.1|WP_150884354.1,67
GF_01174,GCF_008807075.1|WP_150884520.1,86
GF_01175,GCF_008807075.1|WP_150884653.1,59
GF_01176,GCF_009372195.1|WP_118161733.1,44
GF_01177,GCF_009372195.1|WP_118165701.1,64
GF_01178,GCF_009372195.1|WP_118167714.1,48
GF_01179,GCF_009372195.1|WP_118168091.1,40
GF_01180,GCF_009372195.1|WP_118168598.1,72
GF_01181,GCF_009372195.1|WP_118168618.1,45
GF_01182,GCF_009372195.1|WP_152588516.1,263
GF_01183,GCF_009372195.1|WP_152588534.1,50
GF_01184,GCF_009372195.1|WP_152588976.1,82
GF_01185,GCF_009372195.1|WP_152590363.1,48
GF_01186,GCF_009498015.1|WP_011317405.1,40
GF_01187,GCF_009498015.1|WP_011318413.1,51
GF_01188,GCF_009498015.1|WP_011318559.1,59
GF_01189,GCF_009498015.1|WP_011319504.1,41
GF_01190,GCF_009498015.1|WP_011320345.1,74
GF_01191,GCF_009498015.1|WP_011320650.1,47
GF_01192,GCF_009498015.1|WP_041456166.1,45
GF_01193,GCF_009498015.1|WP_153228531.1,439
GF_01194,GCF_009792235.1|WP_158201513.1,67
GF_01195,GCF_009856605.1|WP_011319418.1,78
GF_01196,GCF_009856605.1|WP_011321298.1,47
GF_01197,GCF_009856605.1|WP_011321324.1,65
GF_01198,GCF_009856605.1|WP_011321631.1,62
GF_01199,GCF_009856605.1|WP_041456344.1,56
GF_01200,GCF_009873495.1|WP_114081883.1,57
GF_01201,GCF_009873495.1|WP_114081979.1,64
GF_01202,GCF_009873495.1|WP_114082962.1,58
GF_01203,GCF_009873495.1|WP_114083501.1,53
GF_01204,GCF_009873495.1|WP_114083822.1,68
GF_01205,GCF_009873495.1|WP_114085188.1,44
GF_01206,GCF_011769525.1|WP_045872435.1,57
GF_01207,GCF_011769525.1|WP_167719403.1,46
GF_01208,GCF_011769525.1|WP_167720634.1,65
GF_01209,GCF_011769525.1|WP_167720991.1,43
GF_01210,GCF_011769525.1|WP_167721022.1,43
GF_01211,GCF_011769525.1|WP_167721740.1,51
GF_01212,GCF_011769525.1|WP_167724512.1,52
GF_01213,GCF_011769525.1|WP_167725599.1,64
GF_01214,GCF_011769525.1|WP_167725652.1,68
GF_01215,GCF_011769525.1|WP_167726168.1,41
GF_01216,GCF_011769525.1|WP_167726334.1,72
GF_01217,GCF_011769525.1|WP_190619582.1,66
GF_01218,GCF_011769525.1|WP_244329283.1,80
GF_01219,GCF_011769525.1|WP_371819352.1,47
GF_01220,GCF_012295525.1|WP_168567569.1,66
GF_01221,GCF_012295525.1|WP_168570588.1,226
GF_01222,GCF_012295525.1|WP_168570893.1,97
GF_01223,GCF_012295525.1|WP_168570922.1,111
GF_01224,GCF_012295525.1|WP_168571827.1,45
GF_01225,GCF_012516315.1|WP_006670057.1,56
GF_01226,GCF_012516395.1|WP_015079280.1,71
GF_01227,GCF_012516395.1|WP_148760786.1,60
GF_01228,GCF_012516395.1|WP_168634538.1,70
GF_01229,GCF_012516395.1|WP_168695499.1,53
GF_01230,GCF_012516395.1|WP_168696973.1,72
GF_01231,GCF_012516395.1|WP_168697281.1,64
GF_01232,GCF_013177315.1|WP_172354370.1,256
GF_01233,GCF_013177315.1|WP_172354772.1,40
GF_01234,GCF_013177315.1|WP_172358120.1,40
GF_01235,GCF_013177315.1|WP_225906832.1,95
GF_01236,GCF_013177315.1|WP_225906850.1,51
GF_01237,GCF_013343235.1|WP_041565095.1,174
GF_01238,GCF_013343235.1|WP_174707979.1,82
GF_01239,GCF_013343235.1|WP_174708076.1,62
GF_01240,GCF_013343235.1|WP_174708208.1,45
GF_01241,GCF_013343235.1|WP_174710329.1,41
GF_01242,GCF_013343235.1|WP_174710388.1,92
GF_01243,GCF_013343235.1|WP_174712028.1,48
GF_01244,GCF_013343235.1|WP_174712547.1,74
GF_01245,GCF_013393905.1|WP_094349090.1,139
GF_01246,GCF_013393905.1|WP_179063555.1,68
GF_01247,GCF_013393905.1|WP_179063665.1,52
GF_01248,GCF_013393905.1|WP_179063889.1,45
GF_01249,GCF_013393905.1|WP_179064596.1,55
GF_01250,GCF_013393905.1|WP_179064667.1,60
GF_01251,GCF_013393905.1|WP_179065388.1,43
GF_01252,GCF_013393905.1|WP_179065500.1,65
GF_01253,GCF_013393905.1|WP_179066597.1,61
GF_01254,GCF_013393905.1|WP_179066928.1,61
GF_01255,GCF_013393905.1|WP_179067064.1,40
GF_01256,GCF_013393905.1|WP_179067113.1,60
GF_01257,GCF_013393905.1|WP_179068084.1,58
GF_01258,GCF_013393905.1|WP_179068339.1,45
GF_01259,GCF_013393905.1|WP_179068440.1,53
GF_01260,GCF_013393905.1|WP_179068586.1,51
GF_01261,GCF_013393925.1|WP_012407635.1,79
GF_01262,GCF_013393925.1|WP_114081953.1,46
GF_01263,GCF_013393925.1|WP_179071311.1,207
GF_01264,GCF_013393925.1|WP_179071351.1,42
GF_01265,GCF_013393925.1|WP_179071770.1,41
GF_01266,GCF_013393925.1|WP_179074742.1,52
GF_01267,GCF_013393945.1|WP_179046405.1,49
GF_01268,GCF_013393945.1|WP_179046623.1,49
GF_01269,GCF_013393945.1|WP_179046633.1,47
GF_01270,GCF_013393945.1|WP_179046664.1,42
GF_01271,GCF_013393945.1|WP_179047645.1,49
GF_01272,GCF_013393945.1|WP_179047662.1,73
GF_01273,GCF_013393945.1|WP_179047808.1,50
GF_01274,GCF_013393945.1|WP_179048043.1,77
GF_01275,GCF_013393945.1|WP_179048477.1,44
GF_01276,GCF_013393945.1|WP_179048789.1,45
GF_01277,GCF_013393945.1|WP_179048874.1,126
GF_01278,GCF_013393945.1|WP_179048933.1,72
GF_01279,GCF_013393945.1|WP_179050013.1,43
GF_01280,GCF_013393945.1|WP_179050038.1,48
GF_01281,GCF_013393945.1|WP_179050376.1,74
GF_01282,GCF_013393945.1|WP_179050988.1,46
GF_01283,GCF_013393945.1|WP_179051313.1,71
GF_01284,GCF_013393945.1|WP_179051380.1,49
GF_01285,GCF_013393945.1|WP_179051579.1,43
GF_01286,GCF_013393945.1|WP_372726683.1,71
GF_01287,GCF_014023275.1|WP_069068188.1,52
GF_01288,GCF_014023275.1|WP_069069307.1,65
GF_01289,GCF_014023275.1|WP_181927586.1,44
GF_01290,GCF_014023275.1|WP_181927959.1,60
GF_01291,GCF_014023275.1|WP_181928011.1,73
GF_01292,GCF_014023275.1|WP_181928105.1,43
GF_01293,GCF_014023275.1|WP_181928496.1,66
GF_01294,GCF_014023275.1|WP_181928528.1,52
GF_01295,GCF_014023275.1|WP_181932488.1,49
GF_01296,GCF_014023275.1|WP_238845859.1,51
GF_01297,GCF_014023275.1|WP_420832799.1,46
GF_01298,GCF_014217875.1|WP_185186177.1,56
GF_01299,GCF_014217875.1|WP_185186284.1,138
GF_01300,GCF_014217875.1|WP_185186350.1,57
GF_01301,GCF_014217875.1|WP_185186592.1,52
GF_01302,GCF_014279535.1|WP_186495747.1,90
GF_01303,GCF_014279535.1|WP_186495819.1,45
GF_01304,GCF_014279535.1|WP_186496540.1,42
GF_01305,GCF_014279555.1|WP_006853347.1,147
GF_01306,GCF_014279555.1|WP_006853680.1,119
GF_01307,GCF_014279555.1|WP_186518330.1,162
GF_01308,GCF_014279555.1|WP_186522862.1,94
GF_01309,GCF_014279555.1|WP_186523055.1,103
GF_01310,GCF_014279555.1|WP_186523366.1,47
GF_01311,GCF_014279555.1|WP_186523370.1,43
GF_01312,GCF_014279555.1|WP_186523710.1,67
GF_01313,GCF_014279555.1|WP_186524090.1,119
GF_01314,GCF_014279555.1|WP_186525733.1,49
GF_01315,GCF_014279595.1|WP_007100738.1,99
GF_01316,GCF_014279595.1|WP_007100860.1,51
GF_01317,GCF_014279595.1|WP_007101367.1,51
GF_01318,GCF_014279595.1|WP_007101797.1,61
GF_01319,GCF_014279595.1|WP_007102223.1,53
GF_01320,GCF_014279595.1|WP_007102430.1,75
GF_01321,GCF_014279595.1|WP_038001014.1,78
GF_01322,GCF_014279615.1|WP_006850288.1,146
GF_01323,GCF_014279615.1|WP_006851140.1,69
GF_01324,GCF_014279615.1|WP_043695066.1,47
GF_01325,GCF_014279615.1|WP_115009364.1,46
GF_01326,GCF_014279615.1|WP_188020520.1,104
GF_01327,GCF_014279615.1|WP_188021419.1,69
GF_01328,GCF_014279635.1|WP_011128841.1,78
GF_01329,GCF_014279635.1|WP_011364939.1,74
GF_01330,GCF_014279635.1|WP_114987249.1,147
GF_01331,GCF_014279635.1|WP_186509326.1,40
GF_01332,GCF_014279635.1|WP_226424454.1,86
GF_01333,GCF_014279655.1|WP_006852611.1,274
GF_01334,GCF_014279655.1|WP_006853997.1,130
GF_01335,GCF_014279655.1|WP_006854276.1,72
GF_01336,GCF_014279655.1|WP_115070977.1,40
GF_01337,GCF_014279655.1|WP_186544253.1,63
GF_01338,GCF_014279655.1|WP_186545944.1,71
GF_01339,GCF_014279655.1|WP_370586561.1,42
GF_01340,GCF_014279755.1|WP_186571304.1,102
GF_01341,GCF_014279775.1|WP_006854919.1,51
GF_01342,GCF_014279775.1|WP_186515914.1,42
GF_01343,GCF_014279775.1|WP_186515948.1,118
GF_01344,GCF_014279775.1|WP_186515997.1,146
GF_01345,GCF_014279775.1|WP_186516973.1,47
GF_01346,GCF_014279775.1|WP_186518602.1,70
GF_01347,GCF_014279775.1|WP_186519477.1,52
GF_01348,GCF_014279795.1|WP_186594237.1,93
GF_01349,GCF_014279795.1|WP_186594244.1,72
GF_01350,GCF_014279795.1|WP_186594277.1,48
GF_01351,GCF_014279795.1|WP_186594898.1,73
GF_01352,GCF_014279795.1|WP_186595072.1,51
GF_01353,GCF_014279795.1|WP_186595630.1,72
GF_01354,GCF_014279795.1|WP_186596371.1,147
GF_01355,GCF_014279795.1|WP_186596854.1,69
GF_01356,GCF_014279795.1|WP_186597365.1,85
GF_01357,GCF_014279795.1|WP_186597618.1,52
GF_01358,GCF_014279815.1|WP_186479392.1,119
GF_01359,GCF_014279815.1|WP_186479468.1,65
GF_01360,GCF_014279815.1|WP_186479593.1,70
GF_01361,GCF_014279815.1|WP_186479798.1,350
GF_01362,GCF_014279815.1|WP_186480306.1,74
GF_01363,GCF_014279815.1|WP_186480384.1,52
GF_01364,GCF_014279815.1|WP_186481656.1,68
GF_01365,GCF_014279815.1|WP_255442725.1,41
GF_01366,GCF_014279815.1|WP_255442852.1,73
GF_01367,GCF_014279815.1|WP_255442970.1,49
GF_01368,GCF_014279835.1|WP_186588736.1,51
GF_01369,GCF_014279835.1|WP_186589192.1,92
GF_01370,GCF_014279835.1|WP_186589601.1,146
GF_01371,GCF_014279835.1|WP_255444408.1,65
GF_01372,GCF_014279855.1|WP_011935127.1,75
GF_01373,GCF_014279855.1|WP_011935628.1,78
GF_01374,GCF_014279855.1|WP_011936768.1,92
GF_01375,GCF_014279855.1|WP_186548648.1,50
GF_01376,GCF_014279855.1|WP_186549597.1,89
GF_01377,GCF_014279875.1|WP_186583138.1,49
GF_01378,GCF_014279875.1|WP_186584322.1,73
GF_01379,GCF_014279875.1|WP_186585946.1,69
GF_01380,GCF_014279875.1|WP_370593525.1,56
GF_01381,GCF_014279895.1|WP_186540987.1,91
GF_01382,GCF_014279955.1|WP_011932642.1,50
GF_01383,GCF_014279955.1|WP_186472597.1,43
GF_01384,GCF_014279975.1|WP_066904590.1,147
GF_01385,GCF_014279975.1|WP_067093917.1,70
GF_01386,GCF_014279975.1|WP_186490761.1,99
GF_01387,GCF_014279975.1|WP_186491385.1,64
GF_01388,GCF_014279975.1|WP_186491956.1,67
GF_01389,GCF_014279975.1|WP_186492275.1,50
GF_01390,GCF_014279975.1|WP_255477227.1,96
GF_01391,GCF_014279975.1|WP_255477283.1,73
GF_01392,GCF_014280015.1|WP_011129024.1,96
GF_01393,GCF_014280015.1|WP_186482411.1,47
GF_01394,GCF_014280015.1|WP_186482430.1,42
GF_01395,GCF_014280035.1|WP_186470646.1,130
GF_01396,GCF_014280035.1|WP_255478457.1,58
GF_01397,GCF_014280055.1|WP_011128069.1,67
GF_01398,GCF_014280055.1|WP_049692625.1,104
GF_01399,GCF_014280055.1|WP_186574688.1,61
GF_01400,GCF_014280055.1|WP_186575659.1,46
GF_01401,GCF_014280075.1|WP_038556735.1,49
GF_01402,GCF_014280075.1|WP_186494678.1,72
GF_01403,GCF_014280095.1|WP_186468889.1,58
GF_01404,GCF_014280095.1|WP_186469682.1,56
GF_01405,GCF_014280095.1|WP_186471195.1,41
GF_01406,GCF_014280095.1|WP_186500171.1,68
GF_01407,GCF_014280175.1|WP_186586273.1,54
GF_01408,GCF_014280175.1|WP_186586381.1,147
GF_01409,GCF_014280175.1|WP_186586518.1,70
GF_01410,GCF_014280175.1|WP_186586820.1,56
GF_01411,GCF_014280175.1|WP_186587348.1,49
GF_01412,GCF_014280175.1|WP_186587580.1,96
GF_01413,GCF_014280175.1|WP_286187835.1,69
GF_01414,GCF_014280195.1|WP_186496561.1,63
GF_01415,GCF_014280195.1|WP_186496689.1,92
GF_01416,GCF_014280195.1|WP_186496920.1,40
GF_01417,GCF_014280195.1|WP_186498632.1,51
GF_01418,GCF_014280195.1|WP_186499145.1,55
GF_01419,GCF_014280215.1|WP_043697562.1,56
GF_01420,GCF_014280215.1|WP_186483733.1,75
GF_01421,GCF_014280215.1|WP_186483881.1,70
GF_01422,GCF_014280215.1|WP_186484368.1,41
GF_01423,GCF_014280215.1|WP_186484395.1,90
GF_01424,GCF_014280215.1|WP_186484610.1,89
GF_01425,GCF_014280215.1|WP_186484993.1,117
GF_01426,GCF_014280235.1|WP_186696868.1,73
GF_01427,GCF_014280235.1|WP_186697037.1,77
GF_01428,GCF_014280235.1|WP_186697231.1,93
GF_01429,GCF_014280235.1|WP_186697384.1,147
GF_01430,GCF_014280235.1|WP_186697743.1,88
GF_01431,GCF_014280235.1|WP_186697817.1,150
GF_01432,GCF_014280235.1|WP_186698028.1,91
GF_01433,GCF_014280235.1|WP_186698681.1,147
GF_01434,GCF_014280235.1|WP_186699121.1,72
GF_01435,GCF_014280235.1|WP_186699584.1,48
GF_01436,GCF_014280235.1|WP_186699771.1,71
GF_01437,GCF_014280235.1|WP_225875747.1,147
GF_01438,GCF_014280235.1|WP_225875785.1,86
GF_01439,GCF_014304795.1|WP_007100306.1,48
GF_01440,GCF_014304795.1|WP_130128336.1,68
GF_01441,GCF_014304795.1|WP_130129361.1,106
GF_01442,GCF_014304795.1|WP_130129755.1,42
GF_01443,GCF_014304795.1|WP_130130068.1,48
GF_01444,GCF_014304795.1|WP_130130217.1,54
GF_01445,GCF_014304795.1|WP_130130224.1,70
GF_01446,GCF_014304795.1|WP_130130249.1,49
GF_01447,GCF_014304795.1|WP_174719539.1,90
GF_01448,GCF_014304795.1|WP_254427946.1,47
GF_01449,GCF_014304795.1|WP_254427955.1,83
GF_01450,GCF_014304815.1|WP_067093393.1,92
GF_01451,GCF_014304815.1|WP_067094961.1,147
GF_01452,GCF_014304815.1|WP_186988959.1,72
GF_01453,GCF_014304815.1|WP_186989492.1,118
GF_01454,GCF_014304815.1|WP_186990311.1,47
GF_01455,GCF_014304815.1|WP_186990767.1,75
GF_01456,GCF_014304815.1|WP_186991497.1,89
GF_01457,GCF_014489415.1|WP_187705486.1,85
GF_01458,GCF_014489415.1|WP_187706844.1,66
GF_01459,GCF_014489415.1|WP_187707348.1,79
GF_01460,GCF_014489415.1|WP_235678276.1,48
GF_01461,GCF_015840335.1|WP_197147896.1,73
GF_01462,GCF_015840335.1|WP_197148094.1,446
GF_01463,GCF_015840335.1|WP_197148746.1,69
GF_01464,GCF_015840335.1|WP_197149974.1,117
GF_01465,GCF_015840335.1|WP_197151423.1,57
GF_01466,GCF_015840335.1|WP_231596265.1,92
GF_01467,GCF_015840335.1|WP_231596487.1,105
GF_01468,GCF_015840335.1|WP_231596584.1,119
GF_01469,GCF_015840525.1|WP_197154486.1,41
GF_01470,GCF_015840525.1|WP_197154960.1,105
GF_01471,GCF_015840525.1|WP_197155925.1,86
GF_01472,GCF_015840525.1|WP_197156969.1,81
GF_01473,GCF_015840525.1|WP_197157748.1,102
GF_01474,GCF_015840525.1|WP_231597849.1,74
GF_01475,GCF_015840715.1|WP_197210184.1,44
GF_01476,GCF_015840715.1|WP_197210276.1,57
GF_01477,GCF_015840715.1|WP_197211051.1,99
GF_01478,GCF_015840715.1|WP_197211235.1,67
GF_01479,GCF_015840715.1|WP_197211273.1,58
GF_01480,GCF_015840715.1|WP_197211719.1,146
GF_01481,GCF_015840715.1|WP_231597332.1,118
GF_01482,GCF_015840915.1|WP_197156776.1,147
GF_01483,GCF_015840915.1|WP_197158615.1,57
GF_01484,GCF_015840915.1|WP_197170423.1,40
GF_01485,GCF_015840915.1|WP_197171476.1,105
GF_01486,GCF_015840915.1|WP_231597970.1,71
GF_01487,GCF_015840915.1|WP_370594811.1,73
GF_01488,GCF_015840915.1|WP_370594813.1,120
GF_01489,GCF_015841355.1|WP_197162611.1,86
GF_01490,GCF_015841355.1|WP_197162824.1,147
GF_01491,GCF_015841355.1|WP_197163408.1,90
GF_01492,GCF_015841355.1|WP_231594502.1,103
GF_01493,GCF_015841355.1|WP_231594731.1,159
GF_01494,GCF_016403105.1|WP_190493012.1,68
GF_01495,GCF_016403105.1|WP_198804963.1,277
GF_01496,GCF_016403105.1|WP_198805186.1,156
GF_01497,GCF_016403105.1|WP_198805897.1,90
GF_01498,GCF_016403105.1|WP_198806050.1,283
GF_01499,GCF_016403105.1|WP_198806520.1,72
GF_01500,GCF_016403105.1|WP_198807522.1,120
GF_01501,GCF_016403105.1|WP_198807794.1,441
GF_01502,GCF_016403105.1|WP_198808184.1,285
GF_01503,GCF_016403105.1|WP_410503862.1,106
GF_01504,GCF_016446395.1|WP_199245439.1,81
GF_01505,GCF_016446395.1|WP_199245763.1,54
GF_01506,GCF_016446395.1|WP_199245969.1,49
GF_01507,GCF_016446395.1|WP_199246221.1,99
GF_01508,GCF_016446395.1|WP_199246940.1,55
GF_01509,GCF_016446395.1|WP_199250454.1,45
GF_01510,GCF_016919485.1|WP_068509653.1,224
GF_01511,GCF_016919485.1|WP_172358316.1,90
GF_01512,GCF_017164015.1|WP_206262400.1,49
GF_01513,GCF_017164015.1|WP_206262514.1,47
GF_01514,GCF_017164015.1|WP_206262575.1,250
GF_01515,GCF_017164015.1|WP_206262688.1,54
GF_01516,GCF_017164015.1|WP_206262735.1,43
GF_01517,GCF_017164015.1|WP_206263066.1,59
GF_01518,GCF_017164015.1|WP_206263067.1,57
GF_01519,GCF_017164015.1|WP_206263102.1,44
GF_01520,GCF_017164015.1|WP_206263223.1,58
GF_01521,GCF_017164015.1|WP_206263857.1,49
GF_01522,GCF_017164015.1|WP_206264346.1,46
GF_01523,GCF_017164015.1|WP_206264546.1,50
GF_01524,GCF_017164015.1|WP_206264550.1,40
GF_01525,GCF_017164015.1|WP_206265067.1,54
GF_01526,GCF_017164015.1|WP_206265139.1,62
GF_01527,GCF_017164015.1|WP_206265168.1,90
GF_01528,GCF_017164015.1|WP_206265250.1,49
GF_01529,GCF_017164015.1|WP_206265627.1,63
GF_01530,GCF_017164015.1|WP_206265766.1,42
GF_01531,GCF_017164015.1|WP_206265905.1,71
GF_01532,GCF_017164015.1|WP_206266043.1,55
GF_01533,GCF_017164015.1|WP_206266202.1,45
GF_01534,GCF_017164015.1|WP_206266291.1,47
GF_01535,GCF_017164015.1|WP_206266312.1,86
GF_01536,GCF_017164015.1|WP_206266314.1,55
GF_01537,GCF_017164015.1|WP_206266325.1,44
GF_01538,GCF_017164015.1|WP_206266397.1,69
GF_01539,GCF_017164015.1|WP_206266773.1,47
GF_01540,GCF_017164015.1|WP_206267010.1,47
GF_01541,GCF_017164015.1|WP_206267258.1,71
GF_01542,GCF_017164015.1|WP_206267333.1,40
GF_01543,GCF_017164015.1|WP_206267582.1,53
GF_01544,GCF_017164015.1|WP_206267718.1,50
GF_01545,GCF_017164015.1|WP_206267743.1,45
GF_01546,GCF_017164015.1|WP_206267748.1,64
GF_01547,GCF_017164015.1|WP_206267963.1,58
GF_01548,GCF_017164015.1|WP_206267995.1,43
GF_01549,GCF_017164015.1|WP_206268380.1,48
GF_01550,GCF_017164015.1|WP_206268723.1,43
GF_01551,GCF_017164015.1|WP_206268930.1,42
GF_01552,GCF_017164015.1|WP_206268963.1,44
GF_01553,GCF_017164015.1|WP_245230677.1,96
GF_01554,GCF_017164015.1|WP_245230920.1,69
GF_01555,GCF_018139025.1|WP_006276131.1,378
GF_01556,GCF_018139025.1|WP_006276816.1,90
GF_01557,GCF_018139025.1|WP_040008617.1,70
GF_01558,GCF_018139025.1|WP_057178370.1,52
